Record_ID,Customer_ID,dob,State_ID,Occupation_ID,Investment_Exp,Expected_Fund_Size,Residual Proportion,Freq_of_Investment_ID,Portfolio_Driver,Risk_Profile,Return_Profile,Stretegy_ID
818878161,4565,18/02/1975,2,788,4,2779.74,0.264391274,7,Manual,3,2,1
470171619,1043,11/09/1989,3,586,4,7053.56,0.257744963,1,Manual,2,4,3
251417122,766,6/09/1981,7,501,9,24664.06,0.445580522,6,Manual,1,4,4
749978437,3302,22/09/1974,1,71,5,72131.92,0.224393939,1,Manual,1,2,2
23686609,5922,6/02/1998,7,608,8,25939.64,0.180258759,3,Auto,4,1,4
243937658,3845,20/12/2004,5,289,7,81143.53,0.023346713,2,Auto,5,2,4
175126802,1196,22/07/1977,5,768,4,14148.89,0.207901339,3,Auto,3,3,2
278908880,9668,22/02/1978,8,828,10,33642.67,0.170700455,3,Manual,4,4,3
93104392,7444,5/05/1997,1,412,3,94060.97,0.268831982,5,Manual,5,2,1
769996205,5321,8/02/1982,3,730,7,41248.33,0.440028157,7,Auto,3,5,1
902636344,3250,24/02/1976,1,569,7,69835.45,0.342611496,4,Manual,5,2,4
923329697,1017,6/02/1997,3,619,9,65182.47,0.39548883,1,Manual,1,5,3
417018307,9465,5/10/1981,8,702,9,68635.43,0.387040123,1,Auto,4,5,1
587196429,9100,7/10/2012,7,462,2,68642.54,0.303494327,7,Auto,5,3,1
981771952,281,1/11/2010,2,74,4,78909.99,0.195154371,4,Auto,4,2,4
336392027,5254,3/03/2005,8,453,2,35401.32,0.37625338,2,Auto,4,5,1
377763544,5723,21/08/1970,5,201,6,15325.57,0.214709017,6,Auto,3,4,3
996915290,3210,26/12/1988,2,513,9,96561.44,0.135905422,7,Manual,3,3,1
604423014,6180,14/10/1988,7,392,5,98979.51,0.374975724,3,Auto,3,1,3
575318034,1282,28/05/1993,8,897,4,80986.04,0.345675424,3,Auto,5,4,3
604127384,8948,28/01/1977,2,853,2,29860.51,0.261467206,6,Auto,5,4,2
677187495,8144,24/02/1995,3,848,4,70583.66,0.445394465,7,Manual,2,2,3
424160397,1751,3/09/1998,3,883,4,25117.59,0.018704307,4,Manual,2,5,4
764464677,1623,10/08/2013,3,422,10,99719.05,0.033187679,6,Manual,2,4,2
820988863,1524,10/02/1973,8,566,6,99158.68,0.155624604,7,Auto,2,2,1
223913396,5320,16/01/1996,7,727,2,14609.55,0.178944115,2,Auto,3,4,4
399481960,5954,10/12/2014,4,326,1,20550.94,0.15090748,7,Manual,5,1,2
603760576,5957,5/08/1986,8,384,8,35645.77,0.177237204,6,Manual,1,4,2
340071248,9782,9/04/2007,6,475,7,27476.05,0.27451444,7,Manual,4,2,1
133529930,2205,28/04/1987,6,689,3,32909.57,0.055788831,4,Manual,3,1,3
290643582,9893,2/06/1997,1,752,9,79761.22,0.183837711,3,Manual,4,1,4
994520785,8013,12/06/1992,4,12,3,16414.42,0.396475407,1,Manual,3,4,4
435664762,6255,22/12/1973,8,102,6,55294.09,0.219858442,6,Manual,4,5,5
102284976,9939,16/12/2007,5,50,3,89563.65,0.062167269,3,Auto,3,2,3
718197913,7440,13/07/1997,4,558,10,23983.55,0.071693777,7,Manual,3,2,3
525921019,6434,9/06/2010,6,358,8,95803.24,0.437886053,1,Manual,3,1,3
168649892,1990,17/12/2009,2,732,3,41581.11,0.002586168,1,Manual,3,4,3
947728143,7796,1/03/1999,8,314,5,12858.39,0.123371951,5,Manual,3,4,1
253050400,8619,25/09/1987,1,252,4,98504.3,0.042905771,3,Manual,3,3,5
360461249,6397,28/01/1974,4,605,7,37067.38,0.080807273,5,Manual,2,1,5
169861733,3747,22/11/2021,2,451,7,12657.95,0.016777735,7,Auto,3,5,5
942214724,5414,3/11/1978,2,414,5,14392.13,0.003571487,1,Auto,1,4,5
266198333,8770,12/02/2004,5,548,10,52044.17,0.410361319,5,Manual,5,5,5
72281354,676,17/10/2014,5,541,3,90603.18,0.337300832,2,Auto,5,3,5
240451942,6283,5/01/2019,6,883,4,75832.15,0.230932652,2,Manual,3,5,3
662639160,1163,5/02/1971,1,321,5,97401.23,0.063903613,3,Auto,4,1,1
965594488,9256,27/06/2007,8,709,1,51827.39,0.434218829,6,Auto,2,5,4
236116213,3036,27/10/1988,1,451,7,41876.12,0.42773241,7,Auto,1,1,4
383345956,9805,12/01/2006,6,205,8,52083.5,0.410845238,3,Manual,5,1,1
470069364,2901,1/08/2020,4,226,8,32036.48,0.220411576,7,Manual,1,3,2
480770498,3123,19/01/2017,6,22,7,10285.46,0.169022475,1,Manual,3,2,1
919598393,5550,1/09/1997,6,833,1,92389.01,0.306289319,7,Auto,3,2,3
562413106,2086,2/01/1995,3,557,9,28649.5,0.299017573,4,Auto,2,4,4
716547061,8517,25/11/1976,5,454,4,66825.07,0.433942637,7,Manual,4,4,4
332122170,3599,19/12/1976,7,20,10,5603.88,0.079148453,4,Auto,3,2,4
969691270,3992,12/04/1994,1,396,8,92011.03,0.30996283,7,Auto,3,4,5
107542083,2503,20/08/1995,3,659,4,551.46,0.409969323,2,Auto,5,3,5
326553419,3981,12/08/2016,5,445,3,79163.33,0.362598349,6,Auto,1,5,3
462773009,5773,21/02/2008,1,100,8,19678.13,0.317626692,1,Manual,5,3,3
20130434,8150,3/01/1981,8,16,1,62710.35,0.49696153,1,Manual,4,5,4
782087510,8360,16/01/2016,8,402,2,75402.3,0.28299094,3,Auto,1,2,4
923997294,3864,25/10/1970,7,657,2,91286.49,0.404351361,5,Manual,3,1,2
878670097,5252,3/03/1997,4,557,10,46621.99,0.323959109,2,Auto,1,4,4
899830235,4805,25/07/1990,4,406,4,19488.92,0.304719354,7,Manual,3,4,2
470338199,4586,4/08/1986,5,198,1,39166.32,0.050881707,4,Manual,4,4,4
657709716,6510,17/03/1981,6,296,9,5170.9,0.142499659,6,Auto,3,2,2
352158433,6776,5/03/1994,5,777,4,76511.21,0.391614567,5,Manual,5,4,1
562872775,6493,28/01/2021,8,361,8,42746.9,0.36659028,4,Manual,1,5,3
961648953,5786,28/04/2012,2,149,7,47923.49,0.107910246,7,Manual,4,1,1
62356124,9277,7/09/1994,8,82,6,12599.47,0.475022017,5,Auto,5,4,1
568299360,2394,2/09/1975,3,128,10,99900.93,0.383397056,3,Manual,4,2,5
184627064,300,3/02/2015,7,470,3,17258.23,0.390552921,1,Auto,2,5,3
534035768,242,27/10/2019,6,903,10,1685.05,0.356595765,2,Auto,5,1,2
430212634,4041,24/06/2010,8,429,9,54602.56,0.489306603,3,Auto,5,1,2
802906464,8025,8/01/2010,6,658,10,39232.93,0.138034001,6,Auto,1,1,1
703087818,2477,25/02/1994,4,306,8,61746.32,0.082414775,4,Manual,1,4,3
528629752,4836,24/11/2013,4,54,2,30609.26,0.283600977,3,Manual,4,2,3
165478282,1111,4/10/1975,5,729,5,42046.37,0.176693253,3,Manual,3,1,5
764026658,7531,21/07/1985,7,135,1,10833.36,0.310067073,2,Auto,4,3,3
516195836,8497,13/11/2010,6,772,3,26916.9,0.240691293,7,Manual,1,4,3
337213087,6861,23/08/1974,6,175,6,79524.82,0.496735317,3,Manual,3,5,2
659250248,1488,11/04/2013,1,498,5,74552.19,0.498764888,2,Auto,1,4,5
348793006,8797,7/10/1999,7,497,1,41785.22,0.077354131,4,Manual,5,5,4
689117111,3460,2/02/1995,6,764,3,92628.6,0.369127465,4,Auto,4,4,4
911985899,8696,12/10/1985,5,561,2,86926.9,0.193067344,1,Manual,2,3,3
19697918,3539,26/10/1989,7,345,3,16399.5,0.289066688,6,Auto,5,4,1
49878804,340,2/12/2014,5,774,5,8984.24,0.20408941,3,Auto,1,2,2
39375223,1101,21/11/1980,8,683,2,96485.71,0.161285086,1,Manual,2,4,1
892605659,2542,8/10/2018,3,885,7,53752.07,0.479263145,6,Manual,2,3,1
245212275,8270,11/11/1972,8,73,7,20397.53,0.012626099,5,Manual,3,3,4
887493330,9511,8/07/1984,5,412,6,16172.87,0.219727781,1,Auto,2,3,4
918730405,7717,24/02/1970,2,135,10,16161.51,0.423695289,5,Manual,5,3,3
128808496,1502,15/11/1984,8,232,3,70453.68,0.42748173,4,Auto,1,2,3
192206989,7808,26/09/1975,4,430,6,44826.03,0.272180062,2,Auto,2,3,5
19369096,7549,18/10/1992,7,520,9,99220.82,0.020690109,6,Manual,4,5,3
157243216,5657,22/08/2002,1,645,9,52642.5,0.029433407,6,Manual,4,2,1
313436966,7138,17/12/1993,7,389,9,39133.56,0.336033926,5,Manual,5,3,1
690270998,2502,12/01/1992,6,723,2,42142.07,0.156958954,5,Auto,2,1,2
767223403,9291,4/11/1976,5,196,2,83647.15,0.253633099,4,Auto,1,4,3
157904865,3362,26/02/2005,6,406,4,49121.85,0.3372635,6,Manual,4,4,1
473857671,6956,6/12/2013,2,781,3,69707.27,0.263275292,1,Manual,3,1,4
975654389,424,23/05/2006,6,791,7,18588.16,0.371433169,6,Manual,2,5,3
302023584,7280,5/06/2020,3,470,1,41391.15,0.447763761,3,Auto,4,4,3
814230138,2249,12/10/1975,2,412,8,62396.08,0.188950615,1,Manual,5,4,4
630049199,69,20/11/1980,6,240,8,70579.76,0.388546453,3,Auto,2,2,1
515354741,1634,12/02/2001,8,760,2,46018.03,0.169164003,3,Auto,2,2,5
478621158,6423,23/07/2018,2,149,9,20630.53,0.260311092,1,Manual,1,4,3
700704292,9963,11/10/1981,2,667,8,21112.28,0.042323459,2,Manual,4,3,2
123763633,791,4/03/2012,2,293,8,68978.81,0.046979451,2,Auto,1,4,2
360691754,6577,3/07/1980,3,526,7,31658.57,0.142215376,4,Auto,4,2,1
567425740,6829,24/10/1996,2,765,6,94957.85,0.353491891,7,Manual,3,3,4
926060874,875,10/10/2010,4,155,3,31784.15,0.270507839,7,Manual,3,1,3
399738372,9422,26/12/1971,5,639,7,92999.88,0.384814007,5,Manual,1,5,5
580661918,1138,20/03/1980,5,866,7,42333.7,0.442810393,2,Manual,5,3,4
185994691,4071,14/10/1993,5,444,7,2071.27,0.437658825,1,Auto,5,1,5
973810511,1769,12/01/2012,1,624,3,93752.59,0.314000028,2,Manual,5,1,1
34898711,1170,24/02/2020,2,338,6,24663.15,0.131066342,6,Auto,4,3,1
975496896,1532,18/01/1990,1,349,9,99777.54,0.382635362,3,Manual,2,1,3
162199120,9824,3/05/2015,5,344,9,28711.52,0.116602101,2,Auto,3,3,1
637217192,3394,13/06/1993,3,273,1,72478.16,0.05198409,1,Manual,3,1,3
144464609,4315,25/07/1983,6,485,4,18507.35,0.422821508,1,Auto,4,4,1
661944763,4333,5/05/2008,6,626,10,28803.88,0.403964775,1,Manual,4,2,5
241384302,8924,3/04/1991,5,778,7,77072.46,0.302451921,5,Manual,4,5,1
721308719,9867,9/01/1983,1,694,8,11592.69,0.443487046,4,Auto,1,3,3
307046446,5057,19/12/2019,5,861,7,52314.78,0.185517876,5,Auto,2,2,3
551540739,2409,24/08/1975,3,636,7,49405.38,0.182290695,5,Manual,4,3,3
212076805,9810,7/04/1992,5,844,2,74607.21,0.403767425,4,Auto,1,5,2
233474180,3046,19/04/1986,6,237,6,7250.84,0.304809657,3,Manual,3,4,2
965735445,9714,27/11/1972,4,354,10,6309.98,0.026307003,7,Manual,2,4,1
538191968,7422,25/05/2002,5,426,3,89458.94,0.269676539,1,Manual,5,4,2
180693002,6441,15/04/1972,6,104,1,98641.55,0.4190613,2,Manual,4,1,4
986611928,5271,3/02/1988,3,820,6,31731.57,0.362821068,4,Auto,1,5,1
691053260,5679,26/02/2008,1,496,3,76047.47,0.47194513,4,Auto,3,2,2
403975876,8305,23/12/1980,4,116,7,63679.89,0.216506673,1,Auto,2,4,5
659629687,3352,4/07/2019,2,267,5,85419.19,0.030291197,4,Manual,2,3,5
283734612,9935,12/02/2018,1,196,4,71648.58,0.20469231,7,Manual,2,5,5
585520643,2575,26/06/1993,4,519,10,20736.85,0.419848913,6,Manual,4,3,2
638918374,9298,10/10/2007,1,466,3,49288.36,0.089633957,1,Manual,2,3,1
108139954,7622,22/03/1973,5,154,3,19323.05,0.015485783,4,Manual,3,2,5
709142160,1518,5/08/1980,5,459,4,80550.56,0.49343322,5,Manual,2,3,3
161167765,680,2/09/1997,4,577,5,50952.68,0.119131918,4,Manual,1,5,2
919814787,838,12/09/2012,1,679,6,91962.55,0.151421128,6,Manual,2,1,3
990343956,2940,13/11/2017,6,490,8,20768.77,0.458438256,3,Manual,5,5,1
246366466,1847,12/04/1992,1,494,6,60941.21,0.072012763,1,Auto,1,4,3
988888186,4584,4/09/1993,4,693,8,99839.06,0.097274232,5,Manual,3,3,5
580575800,6483,27/11/1999,1,551,8,44319.53,0.318126492,2,Manual,5,1,4
575521381,574,10/12/2011,3,390,1,48248.1,0.044718864,2,Auto,4,1,4
357738704,5817,18/10/2006,4,460,10,67700.96,0.022196244,1,Manual,4,4,5
469411013,2524,8/01/2013,7,507,4,5655.03,0.436763189,2,Auto,2,2,5
716899713,1229,15/10/2020,2,119,9,23308.53,0.257391584,1,Auto,1,5,5
325420219,7726,4/11/1995,2,364,8,17030.74,0.162520103,5,Auto,1,4,1
877591501,9323,2/06/2015,6,773,4,67551.08,0.463355279,6,Manual,1,2,3
447935492,9996,10/11/1989,2,820,2,22690.03,0.079157486,6,Manual,5,4,3
34464813,4146,18/09/2008,4,69,4,91398.3,0.132088485,1,Manual,4,5,3
671210643,8326,18/12/2014,4,188,10,60809.35,0.480007593,1,Auto,1,2,2
64409088,2300,5/11/1997,1,644,9,95214.71,0.262249969,6,Auto,2,3,5
535902842,5026,15/03/1999,7,589,2,45458.23,0.30883085,2,Manual,1,4,3
358899573,9871,10/05/1986,4,554,3,36915.36,0.275901415,3,Auto,1,5,5
373036519,9618,18/03/2014,2,58,1,28775.91,0.454619923,3,Auto,3,4,4
947591117,3800,19/05/2016,3,828,7,66774.5,0.366344442,2,Auto,2,4,3
944401255,1766,21/01/1995,5,182,7,39267.06,0.132100154,2,Auto,1,3,5
153052062,5826,2/05/2018,1,243,9,96538.12,0.410336489,6,Manual,2,2,3
469817091,5003,11/04/1977,3,903,5,45680.28,0.092344344,4,Manual,3,4,4
195157491,6992,25/10/1997,8,249,1,53251.57,0.139586671,6,Manual,2,3,5
894333683,6305,1/12/1996,7,488,3,92455.73,0.338050386,4,Auto,2,5,2
644978447,4777,9/07/2001,7,862,1,3655.86,0.119865408,6,Manual,2,5,3
309997979,4286,18/07/1988,5,195,7,24141.35,0.314285785,3,Auto,2,1,5
427803573,1340,25/12/2004,2,808,6,97961.3,0.423994971,6,Auto,2,3,2
876891209,3027,10/03/1978,8,223,10,15712.18,0.202379846,5,Manual,1,5,5
360268281,2919,14/05/1973,7,561,2,85195.87,0.271444827,6,Auto,1,2,1
738927289,7172,18/09/1994,2,205,3,54472.21,0.462497836,3,Auto,2,2,3
692154088,1848,6/01/1975,2,333,8,93371.04,0.452064414,5,Auto,4,5,5
516550038,3426,3/10/1975,5,156,6,98613.91,0.441444301,6,Auto,5,5,1
907154084,875,6/07/1975,7,572,9,59264.48,0.351782401,4,Auto,5,3,2
489232679,2154,1/08/1990,8,86,9,55772.22,0.324434055,1,Manual,3,5,1
101567542,2037,4/05/2021,2,478,1,18664.13,0.074271616,6,Manual,5,2,3
625594050,8530,17/09/2012,5,297,10,8374.48,0.166910544,7,Manual,5,2,1
76280964,8670,13/05/2012,6,314,8,24648.46,0.252632938,5,Manual,4,5,2
571204996,236,2/05/1984,6,699,10,72650.21,0.085675665,5,Manual,1,5,1
991594653,3016,20/12/2014,4,254,5,37371.58,0.031528142,2,Auto,5,5,4
935792469,6681,9/09/2012,3,434,3,66332.44,0.172596536,5,Manual,1,1,4
401347085,6125,14/01/2003,2,445,4,91435.73,0.090155019,6,Auto,3,2,2
75306865,6687,22/08/1975,4,394,8,48263.6,0.131906457,7,Auto,3,2,5
64890030,3069,10/03/1985,8,607,1,84451.81,0.195565992,5,Auto,5,1,2
167985108,6601,22/02/1995,2,406,7,62094.48,0.453800686,7,Auto,2,4,2
744320000,8427,8/03/1976,2,220,7,40229.58,0.438873539,1,Auto,1,5,3
762980409,8832,20/04/1994,4,139,7,92237.97,0.313915094,2,Auto,1,5,5
363845360,6938,23/04/2010,8,311,10,76004.31,0.172804958,6,Manual,2,4,4
460646671,7031,23/02/2006,5,447,7,6344.79,0.450921375,3,Manual,1,3,5
985053242,1614,10/03/2011,4,791,1,22865.69,0.084930426,6,Auto,3,2,1
535879836,4927,27/12/2005,7,807,5,60053.71,0.218452455,2,Auto,4,2,2
554312190,5647,1/04/1990,4,79,6,22974.05,0.232361461,7,Auto,2,4,3
728861331,1973,7/08/1976,2,214,8,84884.59,0.120644381,7,Auto,1,4,1
900956586,4685,24/12/1992,7,232,2,24663.07,0.454042647,1,Auto,4,3,1
733172432,9512,4/07/1998,4,197,4,7813.94,0.145335455,2,Manual,2,2,4
810735681,151,8/11/2014,6,710,8,35791.44,0.014193998,6,Auto,1,2,1
973634737,5621,23/12/1986,7,19,10,35024.72,0.414796446,3,Auto,4,3,5
392754588,4321,5/11/2000,3,435,5,42984.28,0.032446942,5,Manual,4,2,5
788240314,8807,6/12/1987,5,701,2,78229.41,0.203933373,6,Auto,1,1,3
902408751,2714,9/07/2017,2,847,4,65246.58,0.385319272,5,Manual,4,2,1
864588342,4844,12/02/1996,4,525,4,98825.44,0.079476641,1,Auto,3,2,2
502068749,2634,13/09/1998,3,558,1,27628.1,0.091482824,1,Manual,5,2,1
818607074,5807,4/11/1991,5,125,8,28347.15,0.202630238,5,Manual,4,2,4
666729233,7001,14/12/1983,6,597,2,89536.78,0.418063154,3,Manual,3,4,5
388591885,4544,21/07/1996,8,531,3,10326.05,0.144020477,4,Auto,2,5,2
397341063,3950,21/03/1973,2,697,7,71551.6,0.04348099,7,Manual,5,5,1
16551956,308,16/11/1987,2,426,2,32433.26,0.039665173,4,Auto,5,2,1
836479018,6926,28/01/2007,5,640,4,49436.96,0.0425112,7,Auto,1,4,3
184164017,5649,8/11/2013,1,589,6,15208.43,0.225018716,5,Manual,3,1,4
439080738,5520,22/03/1996,1,742,9,28760.84,0.206419263,4,Manual,1,5,5
110146619,5937,21/03/2003,2,708,9,45719.35,0.172646439,3,Manual,3,5,3
899913511,7691,25/07/1997,4,134,9,92357.14,0.242661264,2,Auto,1,2,3
996073093,9737,28/11/2003,6,896,1,99967.36,0.41940819,6,Manual,5,5,2
384922000,5315,9/05/1991,5,665,3,88644.28,0.169975015,6,Manual,1,2,1
369015947,9224,28/04/1998,1,142,10,97186.3,0.10653706,5,Auto,4,4,4
383314472,7025,25/10/1995,6,523,10,48329.96,0.360799371,6,Auto,1,4,2
30485914,9492,18/01/2016,8,855,9,9091.78,0.231203254,1,Manual,4,2,2
32264758,1373,23/01/1991,8,548,3,21574.33,0.444180197,1,Auto,3,2,1
337223377,6107,19/02/2005,4,782,6,21997.39,0.378561448,4,Manual,5,4,3
754616490,1706,14/02/1978,3,51,6,48717.9,0.129367175,7,Auto,1,1,5
544924175,408,19/07/2005,3,306,3,46034.87,0.370413439,1,Manual,2,4,1
963131113,981,27/05/2008,7,759,1,64181.02,0.295954752,2,Auto,4,3,4
646014492,3895,2/09/1973,4,135,9,86189.51,0.492173976,7,Manual,4,1,3
13326725,5586,9/10/2014,7,731,4,24683.16,0.190038157,3,Auto,1,5,3
696320821,2637,6/11/2002,7,21,2,87028.97,0.249261497,5,Manual,2,4,1
917395098,1422,21/12/1988,7,608,5,5587,0.010200799,5,Auto,3,5,4
462815989,2159,19/10/2016,1,381,10,24541.57,0.034731171,3,Auto,4,3,1
19846386,5381,2/10/1979,3,428,6,27408.11,0.200827577,2,Manual,2,4,3
529144894,2077,4/10/2011,1,871,10,52852.22,0.287914058,5,Auto,2,1,1
78835125,1689,1/12/1990,3,396,6,97346.46,0.415373961,1,Auto,1,4,4
666950301,6670,8/03/2010,6,194,6,41793.44,0.266695354,5,Auto,3,1,2
419702061,9123,18/04/2006,2,212,5,72420.41,0.297523272,1,Auto,2,2,4
591395618,4187,9/08/1977,1,163,4,47855.52,0.393827248,7,Auto,4,2,5
443392686,6554,7/01/1991,1,890,6,49877.03,0.283016677,7,Auto,2,5,4
420163128,409,12/12/2000,2,565,1,76316.62,0.243910829,7,Manual,4,4,2
798459281,1650,6/01/2003,7,53,9,61397.64,0.05728281,5,Auto,2,1,1
539740843,4513,23/09/1993,8,55,5,50934.75,0.213841999,1,Auto,5,2,4
823225345,5313,27/12/1997,1,391,1,57929.9,0.015447289,4,Auto,1,3,3
919885769,6754,15/03/1989,1,485,10,61433.83,0.206365374,1,Auto,3,3,5
11948464,9160,20/12/1977,4,193,4,48674.82,0.19958833,6,Auto,4,4,5
203602543,154,28/06/1971,6,710,6,46233.85,0.137523188,4,Manual,3,5,3
417633027,7017,8/06/2018,8,420,7,98148.09,0.10945769,3,Auto,2,5,5
794234140,5784,25/10/1979,1,484,6,94391.9,0.263006377,3,Manual,3,4,1
170804053,3025,8/12/1980,5,280,5,49393.26,0.376289886,3,Auto,3,4,4
547997383,7957,22/05/2016,8,343,2,57945.64,0.404518272,5,Manual,3,1,1
554960691,1745,8/10/2008,7,338,5,48386.57,0.006072511,1,Auto,2,4,1
873131963,9158,26/04/1974,2,435,7,20957.13,0.013855419,4,Auto,1,2,2
309500469,9589,25/07/1975,7,826,10,29558.11,0.074021703,3,Auto,5,3,3
292745750,4862,6/02/1978,8,661,5,27794.36,0.119382979,7,Auto,1,2,4
736098734,5757,2/10/2002,6,302,6,40668.61,0.224530593,2,Auto,2,1,1
962824202,170,2/10/2003,2,892,4,40166.16,0.183872167,2,Manual,2,3,5
588491452,2626,8/01/1997,4,826,5,51439.96,0.414492532,1,Manual,4,3,5
250304855,7235,9/07/1992,3,383,7,31712.46,0.244340552,2,Manual,3,2,2
605907577,9213,10/11/2017,7,194,10,66401.67,0.274370893,2,Auto,5,1,2
929775245,4196,23/07/1978,1,327,4,47970.12,0.278262245,3,Manual,5,2,1
964000970,2533,26/10/2013,5,228,10,41482.27,0.489046958,7,Auto,3,1,2
687523841,8696,20/08/1993,6,875,5,70849,0.355358834,5,Auto,3,3,1
404797186,3218,8/08/1992,3,141,4,99128.72,0.294740916,5,Manual,3,3,3
207357288,8192,11/07/1991,6,622,4,34782.75,0.069642709,6,Auto,2,4,2
841096449,113,5/11/1974,6,90,4,42650.42,0.421066492,1,Auto,3,3,1
542979241,3222,1/05/2000,8,25,10,40581.01,0.439354902,7,Manual,1,3,4
291573114,5196,19/12/1981,7,723,3,94944.27,0.109860539,7,Manual,5,2,2
888542813,729,12/06/2017,5,895,10,45805.38,0.480225903,2,Manual,3,1,5
537649121,6342,16/10/2020,2,798,10,45055.54,0.335911047,7,Auto,5,1,3
794017628,2842,26/06/2008,7,699,8,77899.69,0.225943539,2,Manual,2,2,2
815082360,2717,15/09/1977,5,530,8,3834.65,0.495774363,1,Auto,5,1,3
94457305,3153,27/02/2016,6,886,8,222.6,0.006822328,7,Manual,1,4,5
378427999,4935,28/01/1974,3,164,1,89497.85,0.26511665,6,Manual,5,1,3
310170096,5364,1/05/1994,4,638,2,25058.56,0.39646037,3,Auto,5,3,2
436435877,3774,14/12/1971,2,636,3,86683.23,0.087561957,4,Auto,1,2,4
86693320,771,7/08/1970,3,267,2,81933.8,0.439020394,3,Manual,5,5,3
91849540,1150,28/06/2008,4,742,2,16588.92,0.392728754,4,Auto,4,1,1
49403779,383,4/06/1979,3,553,2,61345.03,0.429257072,2,Manual,5,2,4
655765117,7205,19/12/1974,3,261,2,46023.86,0.057137801,6,Auto,3,4,5
205461733,6193,14/03/1974,6,249,3,41098.08,0.215122021,6,Auto,1,1,1
275558506,608,19/08/2007,3,903,3,96961.5,0.442115714,3,Manual,3,5,1
782223107,6460,4/03/1997,3,544,1,26272.22,0.328127921,6,Manual,1,4,5
955013410,6866,18/10/2014,8,389,3,98551.79,0.145875492,1,Manual,5,4,1
990392235,5135,4/06/1994,4,303,8,46170.12,0.42111335,5,Manual,3,5,2
392340314,5700,4/03/1970,8,230,5,42681.47,0.303011906,3,Manual,4,1,5
872515443,847,8/03/1973,4,44,5,65273.83,0.416952267,2,Auto,5,1,2
468875300,7106,12/09/2006,1,477,9,76908.53,0.267672094,5,Manual,3,3,2
75979640,7979,18/09/2009,5,505,5,56849.86,0.026477517,2,Auto,5,4,1
475945412,1003,23/06/2003,1,840,4,53424.43,0.36195808,5,Manual,5,1,4
459465551,3249,17/06/1998,2,57,9,33987.79,0.39924379,4,Manual,1,1,5
936236386,5141,13/03/2018,5,172,10,19954.42,0.135381689,7,Manual,5,1,3
391407984,3080,26/08/2008,8,769,10,65375.57,0.219109289,7,Manual,1,2,2
819976317,9747,6/10/1977,3,441,5,15298.67,0.443021519,1,Auto,4,3,2
520824956,5237,21/05/2009,2,590,1,82795.65,0.485727738,2,Auto,3,3,3
958413477,5841,19/04/1997,5,859,1,34991.3,0.037251862,6,Manual,1,5,5
812564627,2017,6/12/1978,2,560,6,58941.26,0.296812625,4,Manual,2,2,5
226122077,7284,17/11/2018,5,682,3,1395.28,0.18523372,7,Auto,4,3,1
392150800,8792,25/06/2015,8,151,1,22767.72,0.08989753,1,Auto,5,3,2
561903464,6705,13/02/1975,2,182,4,5386.74,0.184993636,6,Auto,2,4,1
88120400,7681,1/08/1975,5,142,1,34769.24,0.253742535,5,Auto,3,4,4
828568656,9816,23/06/2021,5,50,3,85078.99,0.099588978,3,Manual,1,4,2
927839016,5980,15/10/2010,1,741,6,78997.4,0.319164263,3,Auto,5,3,3
303057333,5814,24/01/2018,4,779,9,85842.16,0.013668711,1,Manual,2,1,2
423905715,3712,20/03/2011,5,217,7,22285.26,0.042777347,3,Auto,4,5,3
422476949,8437,18/03/2018,2,101,4,79303.02,0.478377271,4,Auto,3,3,1
107908011,747,10/08/1990,1,152,6,78712.76,0.341801467,7,Auto,5,2,2
707505500,2555,28/12/2010,4,590,8,90796.46,0.273350539,7,Auto,2,3,5
124765585,1771,15/06/1985,5,672,2,70412.01,0.391605497,7,Manual,1,3,5
253778751,2572,17/09/2008,4,397,5,54848.61,0.389562348,6,Manual,2,5,3
637637074,6979,2/08/1984,3,507,9,86118.8,0.050228089,5,Manual,5,5,5
327972946,609,15/08/1992,3,844,6,85062.85,0.408405298,4,Manual,3,3,2
137135337,1020,27/09/1985,4,595,9,97995.87,0.35270676,3,Manual,3,5,2
431558843,8500,24/02/2009,2,524,2,18402.88,0.247421024,7,Auto,5,4,4
964579586,880,1/02/1995,4,211,2,49466.48,0.199083122,4,Auto,3,2,3
71021527,1060,24/05/2021,4,423,4,47089.56,0.263122154,5,Manual,3,1,2
907581012,9247,6/02/1987,8,65,5,92155.76,0.209736093,3,Auto,2,1,2
799462844,868,12/07/1993,7,875,2,46715.83,0.435493331,2,Auto,1,1,5
596311072,3260,10/08/2017,4,516,8,39958.08,0.31978383,6,Manual,1,4,2
776881273,2832,6/04/1994,3,752,4,11127.03,0.020781371,7,Auto,4,4,5
72052715,4747,18/11/2001,2,544,9,61055.14,0.085752321,5,Auto,4,1,1
478527584,6034,7/03/2019,8,224,7,44344.33,0.471711973,4,Auto,1,5,1
198625839,1427,22/02/2019,2,156,9,89026.17,0.13391415,6,Auto,1,2,1
876827578,3677,5/06/1981,4,88,8,96443.14,0.155024727,7,Manual,2,3,1
490128861,2929,14/06/2015,6,99,4,28548,0.358012279,3,Manual,5,1,2
693011269,6397,13/11/1981,4,325,1,13239.51,0.208078996,2,Auto,5,3,5
596149511,4340,11/07/2006,1,422,3,77188.48,0.343948238,4,Manual,2,2,3
92873479,9540,12/12/2018,4,609,7,3661.42,0.173766229,2,Auto,3,3,2
410360405,7216,6/03/2003,7,506,2,95207.89,0.184722513,7,Manual,4,1,5
372027010,9598,4/11/2001,7,49,9,71486.86,0.181725104,4,Manual,4,4,2
