Record_ID,Customer_ID,dob,State_ID,Occupation_ID,Investment_Exp,Expected_Fund_Size,Residual_Proportion,Freq_of_Investment_ID,Portfolio_Driver,Risk_Profile_ID,Return_Profile_ID,Stretegy_ID
642369487,1244,21/05/1970,8,799,1,68170.83,0.0809062,5,Manual,3,3,11
353050776,1403,26/09/2002,2,231,5,20047.66,0.284596822,1,Manual,5,5,16
999433482,9685,15/09/1993,5,630,9,59239.35,0.380275234,7,Manual,1,5,5
614853301,2543,6/06/1977,7,281,8,82599.7,0.45923372,1,Auto,2,2,7
571439265,4211,20/02/1993,7,233,10,49666.7,0.098280986,2,Manual,3,2,12
939520177,8590,20/06/1991,2,506,10,54990.5,0.079297296,5,Manual,1,1,17
553986447,5731,7/08/2003,7,768,10,21537.26,0.318740576,1,Auto,4,1,14
23703349,2308,17/01/2015,7,806,3,28432.01,0.053114508,7,Manual,2,3,16
68774716,1723,14/01/1992,6,729,2,45716.68,0.167772067,1,Auto,2,3,17
130888354,7491,22/04/2001,8,141,3,73091.54,0.109676185,7,Auto,3,2,9
750880967,6194,15/12/1978,2,18,8,20619.3,0.114237352,4,Manual,5,1,11
832569868,266,17/03/1981,6,747,2,16919.3,0.274712921,7,Manual,2,3,8
779684584,5963,8/08/1981,3,519,1,13404,0.132483178,5,Manual,1,2,12
165555118,7233,28/04/1985,2,44,4,43243.82,0.092401032,1,Manual,4,5,16
892180343,7486,1/09/2009,8,784,6,59034.04,0.166922679,3,Manual,2,2,9
628664155,1301,15/11/2003,3,445,6,43138.1,0.348912601,6,Auto,4,1,14
900956486,2648,2/01/2015,8,674,4,59495.48,0.493716288,3,Manual,2,1,14
865043062,9366,7/02/2003,6,414,9,43626.24,0.454646379,6,Auto,2,4,11
411436866,7749,25/11/1990,1,447,1,28237.07,0.249986143,3,Auto,3,2,17
218272237,6071,2/02/2010,7,890,7,73856.75,0.125581486,7,Auto,2,5,16
932364687,6157,11/09/1985,3,243,9,37675.65,0.398672177,4,Manual,2,2,11
491747727,1647,2/09/2019,6,875,6,40029.2,0.473978835,4,Auto,4,5,4
315008953,5502,11/09/2014,1,462,9,36653.96,0.342724682,5,Auto,2,3,10
353125218,5962,20/09/1989,3,142,7,60600.43,0.014771904,4,Auto,3,1,9
700753723,8241,25/11/2002,3,655,2,55517.19,0.332960667,1,Manual,5,2,16
896694204,4706,11/05/1989,8,79,3,98166.91,0.479360077,6,Auto,1,3,11
320257282,8140,16/12/2021,8,636,4,11032.77,0.172068199,3,Auto,3,4,11
735537216,6054,23/09/2021,1,9,6,2041.34,0.316075572,1,Manual,1,4,9
761304505,948,14/01/2011,2,429,10,31168.36,0.217871292,3,Auto,3,2,11
742680877,9353,5/11/2018,5,889,6,94609.62,0.221430576,6,Manual,1,4,15
984159646,3338,22/05/1987,8,620,8,62182.67,0.179708968,7,Manual,3,1,13
487076845,6670,3/04/1971,2,771,1,26120.92,0.392317536,7,Manual,4,1,9
251599993,7818,18/10/2005,3,752,1,19656.21,0.309629347,3,Manual,2,4,9
841770401,9094,28/12/1970,4,770,8,33022.63,0.372754189,1,Manual,2,2,1
264632624,204,15/04/2013,7,780,6,75041.09,0.074948017,4,Auto,5,1,8
664724541,2531,1/03/1990,1,893,1,49207.41,0.368722338,4,Manual,3,2,12
977169602,1039,16/09/1977,8,151,10,13223.87,0.451779565,5,Auto,1,4,1
625846779,5783,15/02/1973,5,28,9,78827.98,0.178436581,2,Manual,4,5,2
956955023,3313,28/07/1971,2,552,4,64773.34,0.165866256,1,Manual,2,1,14
456554801,1652,13/12/1972,8,171,7,75889.79,0.363918539,6,Manual,2,3,13
228573279,9176,11/04/2021,6,712,9,73326.49,0.381000116,6,Manual,2,5,13
179760196,4975,8/01/1986,4,447,10,20344.79,0.408167358,5,Auto,4,2,1
988105670,6430,15/02/1975,1,492,5,60673.1,0.246126123,1,Manual,4,2,11
968976715,3335,22/06/1999,2,501,8,14361.78,0.232771309,2,Manual,3,4,1
339144983,5546,3/07/1999,3,72,3,88722.08,0.060386028,1,Auto,2,2,3
464921144,423,1/01/1979,8,423,9,60603.24,0.417472231,1,Auto,5,4,4
519315043,1735,24/12/1996,3,844,5,2780.13,0.437972345,2,Auto,5,3,2
523185306,7365,6/08/1974,2,869,4,1031.1,0.270813217,7,Manual,1,4,7
959473784,6022,18/06/2015,8,5,4,1610.66,0.060220064,4,Auto,4,4,10
717810813,1064,5/02/1971,7,6,4,30349.88,0.247581804,7,Auto,2,5,12
692759461,3297,14/08/1984,2,141,3,32497.44,0.119761236,7,Manual,3,1,1
529843910,4295,18/03/1978,8,382,6,9570.96,0.085838131,1,Manual,2,1,4
566875993,5789,23/08/1989,3,369,4,12549.48,0.253478403,1,Manual,5,5,6
703676295,477,7/07/1970,8,144,1,4609.36,0.157017426,3,Manual,5,5,4
111075852,9287,2/07/1978,2,850,10,30758.11,0.162873604,6,Auto,3,5,16
35539478,5891,6/06/1992,6,824,7,61487.28,0.476269436,6,Manual,4,1,5
298476593,7250,20/04/1996,6,371,9,2716.01,0.382828439,5,Auto,5,5,9
243356447,77,18/02/2005,1,534,9,66010.02,0.340610964,1,Manual,2,3,7
108319252,5986,2/05/2009,5,364,8,27423.7,0.053117366,3,Manual,1,3,11
660530736,4556,24/12/2007,4,176,8,52800.55,0.063155865,3,Manual,1,4,9
75521281,1900,3/03/2001,8,779,6,72321.57,0.182688144,1,Auto,2,3,9
712064532,5591,6/11/1993,2,102,6,95800.84,0.422514774,7,Auto,4,5,8
630255733,4147,8/01/1983,2,150,6,72868.29,0.491841253,3,Auto,4,2,10
892748432,6169,16/05/2019,7,821,9,4788.15,0.221179695,7,Auto,5,1,8
50324538,9249,13/01/1980,7,610,1,60396.15,0.396421745,7,Manual,2,3,5
157482639,1427,2/03/1987,3,172,6,29546.16,0.44965936,6,Auto,2,4,17
921001181,2116,1/01/1983,6,729,2,64526.04,0.391359579,4,Auto,1,2,5
76424110,89,9/07/2001,2,637,1,54081.24,0.092568486,7,Auto,3,3,2
548126831,9812,1/11/2012,7,2,10,91485.23,0.301727465,6,Manual,5,2,2
262171522,9237,16/06/2012,1,633,2,32150.72,0.483938306,5,Auto,1,1,2
741121806,3219,22/09/2008,1,186,9,38226.25,0.039556585,6,Manual,5,1,6
91641754,3377,24/03/1998,8,199,1,20532.16,0.483797344,2,Manual,1,1,1
784261726,8745,17/07/1975,8,222,4,78701.04,0.409014441,6,Manual,2,2,11
201305617,1557,9/08/1999,2,671,9,36726.8,0.396983778,3,Manual,4,5,17
373299776,4477,7/04/1985,3,239,6,61460.06,0.488819297,3,Manual,1,3,12
516197056,8127,22/12/1974,8,374,9,97612.4,0.350845954,6,Manual,2,3,7
246449623,3874,9/12/2010,8,363,1,29848.55,0.230293944,2,Auto,3,5,3
767621617,3810,3/03/2012,7,764,7,58260.47,0.174768015,6,Auto,4,2,13
215653400,9523,7/06/2015,3,136,6,39502.73,0.104673238,2,Auto,1,5,4
245195341,8017,14/12/1972,4,330,7,76367.84,0.44205719,1,Manual,5,4,8
327211448,7877,24/01/2016,5,120,5,65409.2,0.399636087,2,Auto,5,2,6
192413395,7209,20/07/1982,6,898,2,54838.61,0.440602886,1,Manual,5,4,2
310776588,9244,18/10/1998,2,39,1,94834.35,0.093204307,7,Manual,4,4,10
46475913,3496,3/05/2018,1,209,6,90216.64,0.496591953,3,Manual,2,3,11
429746355,4433,9/05/2002,6,464,5,35660.25,0.293747681,5,Manual,2,3,15
203005515,2121,8/09/2007,7,33,9,38811.84,0.364198759,7,Manual,2,5,7
715793841,9449,13/03/1972,4,225,10,56957.06,0.391462237,3,Manual,2,2,12
687417999,7870,24/03/1983,1,651,10,13282.78,0.388324931,5,Manual,3,5,6
730819440,1428,9/03/1982,4,37,8,11941.15,0.243571497,2,Auto,3,4,6
910476137,636,12/08/1970,6,519,7,32865.54,0.432555074,5,Manual,3,4,2
715233390,3050,7/06/2005,6,599,1,44521.16,0.059603396,3,Auto,4,4,2
239236910,5536,5/07/1995,8,40,9,6598.79,0.261616909,1,Manual,2,1,14
264405384,318,25/02/1989,7,579,4,70926.18,0.21406115,5,Auto,2,2,13
271164921,29,11/03/1978,1,392,2,70344.73,0.389312549,4,Auto,1,4,11
600374780,9037,3/06/2019,5,70,8,7516.2,0.197326068,1,Auto,3,4,8
99451649,1054,2/12/1976,1,862,3,81003.89,0.134437388,2,Manual,2,5,15
695017250,5713,24/02/2017,3,806,7,32.45,0.426912424,1,Auto,1,3,2
572234710,3704,5/10/2016,2,287,9,66968.01,0.458009184,3,Manual,5,3,16
994689887,2190,19/12/1980,3,531,6,3942.11,0.316070957,4,Auto,3,1,9
860795677,971,14/02/2006,4,327,1,25327.43,0.189276334,1,Manual,4,1,6
877089296,776,17/06/1977,4,755,9,75912.03,0.269512879,7,Auto,3,5,17
727694374,5506,28/06/2018,7,196,10,51366.32,0.000756425,6,Auto,3,1,1
867767598,9135,3/02/2010,5,896,6,11565.63,0.032494311,5,Manual,3,5,17
431896928,2214,4/02/1984,8,283,6,74658.55,0.019483299,2,Manual,4,1,1
906691356,6612,14/07/2006,7,314,3,39604.73,0.487193017,3,Auto,4,4,8
316935769,178,17/07/2010,6,138,3,97310.75,0.234589746,4,Auto,3,1,12
971718018,8706,11/07/2005,7,518,8,25543.52,0.422140989,4,Manual,2,2,2
126267435,9528,17/01/2011,5,111,3,75874.04,0.481160412,4,Auto,3,4,13
390604872,1909,27/03/2008,6,852,9,12197.57,0.359686523,7,Auto,2,4,17
315286683,3444,20/11/2003,3,664,5,16977.7,0.490227071,3,Manual,2,5,14
992536351,1229,27/04/1994,6,912,1,41577.13,0.257877126,5,Manual,3,4,16
136473641,7164,3/12/2006,8,485,8,47244.85,0.402149177,2,Manual,3,1,7
558324234,8541,18/06/1981,1,843,6,15581.06,0.398498863,4,Manual,3,3,3
960222920,5589,18/07/2009,2,430,6,7635.3,0.20574229,4,Manual,1,2,12
222959858,1344,22/03/1973,8,166,6,14174.22,0.29840666,5,Auto,3,2,9
554268614,9248,5/09/1974,3,665,7,77447.27,0.227091672,2,Auto,3,1,4
226588663,457,10/07/1972,7,445,2,92853.17,0.331456792,7,Manual,4,5,15
964691632,715,15/06/1972,4,576,6,1340.98,0.469145129,5,Manual,1,1,11
866743657,9488,24/08/2012,4,443,3,66166.18,0.193222199,4,Auto,2,2,11
239625104,3651,15/07/2004,1,902,3,97021.22,0.341699837,7,Auto,1,5,6
316321384,4854,1/05/1999,4,350,3,59892.38,0.200980386,5,Auto,5,3,4
355514057,4251,21/02/1975,2,331,9,1610.54,0.225573606,1,Manual,1,5,14
834085783,8196,27/12/1990,4,860,4,95768.88,0.159742971,3,Manual,1,3,7
442358852,3839,22/08/1982,6,828,5,55223.18,0.265911025,6,Manual,4,4,15
990237974,9518,9/02/2001,1,155,2,91383.27,0.079297766,7,Auto,1,1,12
326688086,8709,23/06/1999,4,693,2,99232.07,0.34198104,1,Manual,2,4,3
270328891,5464,16/07/2008,2,899,8,7163.3,0.139201063,1,Manual,1,1,11
515336266,3959,26/02/1975,5,394,4,18141.47,0.060279011,7,Manual,3,1,3
63723006,7098,27/07/1996,1,746,2,14344.63,0.417784115,4,Auto,1,2,15
754868113,3674,21/06/1970,2,840,4,61290.57,0.030394292,3,Manual,4,5,1
169207261,2098,14/03/1979,6,884,2,56559.87,0.352504086,2,Manual,3,1,6
936310072,9683,20/02/2007,5,656,2,50180.98,0.213018868,6,Auto,1,4,15
409314010,1602,23/02/2018,7,634,4,50956.59,0.337098215,7,Manual,2,1,5
455184252,2223,21/10/1973,8,543,4,79638.72,0.157409681,2,Auto,3,1,8
585698023,4134,5/03/2015,2,892,8,14872.45,0.112241876,4,Auto,3,2,16
229251239,1807,25/09/1992,3,155,6,79946.76,0.39791867,5,Manual,1,2,16
524519329,3705,20/12/1981,1,378,2,23198.14,0.046938334,4,Auto,3,3,15
912015036,9517,19/01/2016,7,150,6,82861.79,0.171143607,5,Manual,5,4,15
824188230,8628,21/06/1974,5,103,6,60679.89,0.221188948,4,Manual,1,2,7
43044145,945,13/09/2016,8,859,2,6233.71,0.016686482,4,Manual,1,3,16
108795283,523,2/10/2011,1,583,9,18040.48,0.467852112,5,Manual,4,5,1
590702144,1458,5/08/2002,2,863,4,85885.11,0.10493574,4,Manual,1,1,12
141329809,924,24/11/2013,4,675,3,41517.48,0.093559086,2,Manual,5,5,14
939673888,3243,24/11/2000,1,805,10,86805.15,0.07867764,1,Manual,4,3,17
222391751,540,15/05/1986,1,240,3,72660.39,0.1237215,5,Auto,2,1,8
114861204,983,6/07/2008,8,92,8,62932.67,0.106196735,6,Auto,4,1,7
433060787,4433,3/12/2015,4,213,7,62083.85,0.481285668,4,Manual,3,3,8
931162212,5163,13/07/2007,2,158,8,15688.86,0.458149523,4,Manual,3,1,9
181233587,824,21/03/1983,4,517,10,6068.9,0.301993609,7,Manual,5,2,16
79071716,9640,13/08/2007,7,760,3,79509.95,0.240784127,5,Manual,4,3,6
568442379,4479,28/05/1994,3,594,9,24252.98,0.044257993,2,Manual,2,3,4
750045789,2574,16/06/2016,6,185,7,29340.73,0.430949461,1,Manual,4,4,1
957923749,2413,12/08/1993,4,143,4,49914.72,0.36936201,5,Auto,3,3,16
277497168,808,18/05/2010,3,447,5,84860.73,0.130182826,4,Manual,4,5,15
500462146,882,11/09/1981,3,159,10,42985.5,0.202109269,7,Auto,3,5,8
790013867,9545,18/07/2003,3,341,8,88680.26,0.333827617,3,Auto,4,4,4
507221764,7127,18/06/1994,4,845,9,87706.93,0.085754253,4,Auto,3,1,17
161345851,1935,18/05/2017,7,907,10,92766.2,0.346404312,1,Manual,3,2,2
963939733,2343,14/08/2002,2,688,3,95533.65,0.304052481,4,Manual,3,2,9
923408552,9991,16/12/1977,8,789,4,92591.84,0.249018029,1,Manual,3,2,11
802263906,9190,25/08/1978,4,105,6,83427.55,0.458811459,1,Auto,1,1,10
718563376,1183,12/11/1993,1,376,8,9309.19,0.152538143,1,Manual,5,2,13
757197399,9946,8/10/2002,3,38,10,18023.45,0.282251362,3,Manual,2,5,4
665000528,6136,5/03/2015,6,499,9,56660.38,0.027502202,3,Manual,2,5,9
456182336,3182,6/06/2020,5,487,8,67859.08,0.150291668,3,Auto,4,5,10
48784693,3600,26/05/1989,4,911,7,95313.88,0.352393433,1,Auto,2,3,9
952074007,4931,20/03/1994,2,3,1,92561.1,0.078553191,2,Auto,4,3,12
459897350,1584,5/03/2004,2,854,5,89272.34,0.398721395,1,Manual,5,2,9
683541110,8263,27/05/1978,3,521,4,67884.23,0.006410568,3,Auto,4,3,16
821782695,313,20/01/2003,6,664,6,51236.67,0.296903712,7,Auto,3,2,1
805224329,4970,2/02/2012,8,296,5,61747.32,0.377112618,1,Manual,2,3,2
249951003,1167,24/03/1972,6,316,3,29236.74,0.349361653,5,Manual,1,5,7
805522071,9996,10/11/2014,7,511,5,28858.35,0.322847007,6,Auto,1,1,10
171926487,134,15/07/2018,7,123,6,18041.26,0.445822357,3,Auto,4,4,14
362780050,70,13/04/1993,6,258,8,75341.96,0.403707322,4,Auto,2,3,13
653746854,660,4/04/1972,8,736,9,57038.02,0.457594964,1,Auto,2,4,11
882913404,8702,4/06/1973,3,283,3,57100.12,0.43032197,4,Manual,5,2,16
491421818,4177,14/12/1978,8,490,4,13596.18,0.070162884,7,Manual,1,3,12
573746190,1938,24/06/1971,8,304,7,10993.67,0.084989122,4,Auto,2,3,11
89328466,6897,3/11/2018,2,627,2,71260.29,0.166369673,3,Auto,1,5,13
635795739,1679,13/09/1990,3,55,5,12996.31,0.095654353,5,Manual,2,1,1
580225033,8445,5/11/2012,3,854,3,43675,0.438302763,5,Auto,1,5,8
878470014,6426,4/01/1994,4,148,9,65967.75,0.366358802,5,Auto,3,3,2
208941263,2837,6/08/1972,5,782,3,5230.17,0.023866498,1,Auto,3,3,11
409531500,3874,21/01/1977,2,659,9,2795.37,0.210746581,5,Manual,1,1,5
88528592,3047,9/09/2017,2,169,9,13644.02,0.073202291,1,Manual,2,1,16
970806716,155,1/10/1999,3,698,2,76116.46,0.2927464,1,Manual,5,2,1
621966440,7107,15/05/2005,3,302,3,77512.88,0.021975871,2,Manual,3,3,17
697113713,1986,13/12/1975,3,486,4,28328.68,0.185343119,3,Auto,1,3,7
942733714,513,18/01/1971,7,756,5,71026.28,0.020816019,4,Auto,2,5,1
507365513,6705,25/03/2008,1,68,1,18996.04,0.251013294,1,Auto,5,2,7
786348236,7316,14/11/2020,1,913,6,37366.16,0.210993081,6,Auto,1,4,16
662275439,925,17/05/2001,6,419,9,11519.7,0.42689217,7,Manual,1,5,4
13698814,4228,2/11/1998,3,749,2,27123.05,0.349293558,3,Manual,5,1,9
692902067,9767,2/04/2015,8,471,5,68407.96,0.102648166,3,Auto,2,1,17
968669310,3686,19/06/1976,3,352,4,67183.6,0.215955968,6,Manual,3,1,9
309142545,7022,9/09/1985,6,896,6,4837.94,0.017412333,6,Manual,5,3,13
862685469,4743,26/03/1992,5,853,7,67477.03,0.081458605,2,Manual,2,3,11
378578252,2347,13/11/1995,1,738,6,94107.39,0.307453377,3,Auto,5,3,12
93931402,9806,1/11/1982,5,447,4,97532.89,0.333813048,7,Auto,4,5,15
476205596,6433,10/10/2000,3,460,5,46031.25,0.42732544,1,Manual,4,4,11
187184333,6975,24/12/1973,6,588,3,77918.79,0.054630665,5,Manual,5,1,14
442113995,8187,19/07/2006,3,228,5,58631.3,0.454317047,2,Manual,3,1,1
484343578,1372,7/11/1973,5,177,5,1057.54,0.154166264,2,Manual,1,1,17
154636845,6807,16/01/1981,3,330,3,83952.94,0.448448681,2,Manual,3,4,9
175503504,151,10/08/1970,2,429,9,98173.08,0.339120207,7,Auto,1,5,1
270688737,2146,19/07/1970,6,395,4,74548.89,0.011949893,5,Auto,5,1,6
415178082,8339,1/09/2011,5,509,4,26422.19,0.256078528,7,Auto,4,3,14
196314017,384,21/03/2005,7,871,10,73185.28,0.415350449,3,Auto,2,3,16
486080998,2434,9/12/1993,4,45,3,83326.91,0.336352197,2,Auto,1,3,1
508317189,2495,22/03/1998,1,243,9,38304.18,0.364183985,6,Auto,1,4,7
218214313,204,20/07/1978,5,201,4,73752.3,0.407195277,1,Auto,1,1,4
127670611,5305,14/12/2016,8,903,10,21970.81,0.380908587,2,Manual,2,1,13
741335670,9492,23/11/2021,6,553,4,74324.95,0.159301598,3,Manual,5,3,8
270906673,4884,22/07/2020,8,500,6,88270.45,0.159308621,3,Manual,4,1,8
498262127,9779,4/09/1996,2,402,3,10793.34,0.081681767,5,Manual,4,5,4
657002813,9102,4/08/2014,5,671,2,68028.18,0.143244574,7,Auto,2,4,6
197660237,8174,8/12/1995,4,689,4,69698.63,0.18761499,4,Manual,2,5,15
851175298,1487,16/06/1985,1,51,6,23740.11,0.135617201,1,Auto,5,3,15
74919129,4363,26/11/2005,2,479,6,77225.42,0.434557451,2,Auto,5,2,3
588054353,7742,20/07/1987,2,106,8,18817.08,0.118151796,7,Manual,2,3,13
315735034,4825,16/05/2000,8,45,7,17809.66,0.206282755,7,Manual,4,3,14
214833182,2498,21/06/1974,3,597,4,28474.77,0.062577032,2,Auto,2,5,10
880641752,1041,26/10/1998,6,745,7,67126.52,0.148580753,5,Manual,5,1,11
301157784,3929,22/12/2015,4,850,5,62127.24,0.328509205,6,Manual,2,3,7
562956712,7399,23/07/1977,8,370,6,31209.51,0.03401033,3,Manual,1,2,10
764269121,268,27/07/1983,1,35,7,52305.46,0.175036904,4,Auto,2,2,17
257565708,355,15/05/1997,3,883,3,69863.91,0.460712275,3,Manual,2,2,3
37969328,4360,9/01/1997,8,168,4,7529.02,0.475325088,5,Manual,5,5,11
760913555,7823,15/05/2002,1,698,1,6886.46,0.106651059,2,Auto,3,2,4
864211084,2198,9/12/1977,1,41,10,94647.35,0.444780124,4,Manual,4,2,12
504705518,1369,13/01/2002,4,665,10,9716.72,0.460774784,5,Manual,1,3,17
318934303,7452,11/02/1985,8,561,3,96777.04,0.200421435,7,Auto,2,5,2
382335548,2069,19/04/2007,5,534,6,89516.74,0.467381479,6,Auto,5,5,6
875635963,6681,25/11/2011,3,40,2,89676.84,0.141940327,3,Auto,2,5,9
197834551,3957,6/09/2012,6,651,2,93743.23,0.027333521,3,Auto,5,3,16
415265836,3468,24/07/1999,8,369,1,11028.07,0.102542711,6,Manual,1,5,3
155476447,3694,22/01/1986,6,598,4,67840.52,0.446147146,7,Auto,4,1,3
430339211,7873,12/04/1987,3,372,6,32286.47,0.43430773,7,Auto,2,1,8
914094738,3171,22/05/1980,4,43,8,45273.43,0.016600462,5,Auto,3,3,10
343797931,7433,21/07/2004,3,357,8,52813.83,0.282274433,3,Manual,4,4,14
462783435,6119,7/04/2006,5,847,6,45383.02,0.01547706,6,Manual,2,4,14
78786718,569,24/04/2010,6,458,9,28374.82,0.34085829,2,Auto,5,1,11
273635285,4758,3/12/1982,5,602,6,89911.08,0.399010995,7,Manual,1,4,2
142905343,5270,14/05/2008,8,283,5,64842.29,0.323100245,7,Manual,4,5,6
51964034,418,7/10/2008,6,784,5,15986.58,0.223244771,7,Auto,3,2,16
335279494,4850,3/08/2003,8,909,7,13358.39,0.104493929,3,Manual,3,5,14
362568529,2296,2/07/2021,1,301,2,18390.78,0.28286246,1,Auto,3,5,3
917595180,1002,13/10/1992,6,910,7,45922.35,0.174391886,3,Auto,3,5,5
517148148,2202,7/10/1979,1,424,2,41514.43,0.028674565,3,Auto,5,3,14
636584660,6372,27/01/2021,8,723,10,96301.02,0.040973045,6,Manual,4,1,17
160817940,8087,2/08/2014,1,58,6,13513.7,0.107578224,1,Manual,1,5,15
30658979,5825,7/06/2017,5,106,1,90449.75,0.427974174,3,Manual,2,4,3
325219412,6349,7/06/2018,1,302,2,83660,0.494254776,3,Auto,3,4,6
450304021,750,11/07/1970,8,729,6,22556.62,0.317810662,3,Auto,2,2,1
547986422,8997,17/05/1977,2,829,6,87087.64,0.006142154,4,Manual,1,5,3
631813382,5933,14/10/1975,1,543,7,49539.12,0.448819649,1,Auto,2,2,15
453668462,169,13/10/2011,6,380,2,33260.5,0.487967401,7,Manual,4,3,6
291790017,3770,15/05/1978,4,779,5,53090.71,0.258187854,1,Manual,1,3,4
325686216,5495,25/09/1972,1,396,2,5991.4,0.441480043,4,Manual,1,3,4
694974347,4762,26/06/2003,4,442,8,78840.73,0.249159143,7,Auto,5,4,17
813212104,9965,23/03/1989,7,230,7,31354.7,0.285501818,1,Manual,5,1,10
556897318,69,4/01/1980,8,471,4,42030.41,0.134973952,5,Auto,5,4,3
400089614,6873,7/07/1977,6,491,4,46093.46,0.08326765,2,Auto,5,1,14
326359481,8589,18/02/1985,5,140,8,41188.17,0.319483795,7,Manual,5,3,10
378216804,7132,9/03/1971,1,496,3,51952.05,0.282651571,4,Auto,5,2,3
527201128,1275,1/04/1981,5,746,6,44339.85,0.414245863,2,Auto,1,2,14
678331980,9733,23/10/1980,2,394,4,29949.89,0.109117102,6,Manual,2,1,8
204615314,5496,14/01/1984,7,723,7,10724.78,0.283173882,7,Auto,1,5,10
176499745,5100,16/03/2004,3,857,9,66652.22,0.368741398,5,Auto,2,1,16
737027496,2637,25/11/1980,6,679,10,49712.48,0.234491298,5,Auto,4,1,12
686297828,8814,10/09/2006,8,142,5,29617.18,0.294169573,2,Auto,4,3,6
204088767,2922,9/05/2003,8,437,1,44209.25,0.425228311,3,Auto,4,1,3
651710210,377,7/05/1991,2,394,3,68357.49,0.174893363,1,Auto,5,4,1
737179526,9534,23/07/2012,5,89,2,11627.08,0.450294443,2,Manual,3,3,8
692528043,872,14/02/1974,2,575,9,98087.16,0.244351517,3,Manual,4,5,13
725743146,1738,6/03/2018,1,334,3,91309.95,0.039267223,2,Auto,1,1,1
555047279,817,16/02/2012,6,511,2,2192.12,0.358165827,7,Manual,1,3,8
411718286,4683,20/05/1981,5,689,5,96432.3,0.386019986,6,Manual,2,3,7
468977816,3287,12/12/1977,5,45,6,97767.66,0.452875901,1,Manual,2,3,10
118593637,7778,4/08/2018,2,868,10,40571.46,0.268972668,4,Auto,2,1,8
314767745,6263,26/10/1983,1,378,4,72468.08,0.033695186,3,Auto,5,1,8
604119199,4390,10/01/2002,5,520,5,82664.98,0.394920675,2,Auto,4,4,5
21716668,9765,20/10/1992,4,826,1,7986.05,0.140554003,6,Auto,4,2,11
164067257,2359,22/01/1974,5,202,4,4443.21,0.245879666,5,Manual,4,3,5
566168242,1773,1/01/2016,3,583,1,28425.08,0.220208265,6,Manual,5,2,4
669635194,7496,10/08/2015,6,396,1,41520.57,0.16348689,1,Manual,5,1,17
689780906,5611,12/08/1980,6,623,1,84984.85,0.019496849,1,Auto,1,5,16
806586092,1972,27/03/1987,5,54,3,19198.66,0.223893105,7,Auto,5,1,8
947675012,3148,18/05/2015,1,856,4,97406.8,0.292424234,7,Manual,3,5,2
366079248,5840,26/05/2020,3,797,7,29391.59,0.408829883,1,Manual,3,1,16
150775888,6869,2/04/2014,8,367,9,69237.04,0.347956764,1,Manual,3,4,5
392055612,4445,14/08/1999,8,819,6,21785.6,0.0807289,1,Manual,1,1,2
591931555,8294,23/11/2011,7,826,7,32065.14,0.110354586,5,Auto,4,3,6
278504922,4986,26/09/1997,2,169,4,42963.15,0.453387106,7,Auto,4,1,3
680175527,9692,24/01/1986,1,382,3,58721.19,0.479689742,6,Manual,3,1,10
379011699,9642,19/08/1980,2,765,5,85245.84,0.32903397,2,Auto,4,2,3
978413153,9362,7/02/2021,6,260,4,3583.18,0.157784178,7,Auto,4,1,10
337938640,6823,22/01/2003,5,791,10,21749.78,0.111815036,6,Auto,4,5,6
621276085,9061,13/08/1995,4,225,9,31331.65,0.038270802,1,Manual,2,5,17
734205333,5744,26/11/1994,1,864,10,57251.96,0.47480242,4,Auto,2,1,5
897331695,3200,23/06/2007,3,59,2,55602.52,0.247806108,5,Auto,4,4,15
76299592,5161,20/06/1987,8,224,2,29929.94,0.01075489,6,Manual,2,5,6
151595724,5165,24/01/2018,3,782,8,93270.69,0.206944733,2,Auto,1,5,3
829702076,6949,12/10/1987,6,561,4,66332.55,0.220084367,5,Manual,2,5,5
247146860,1809,11/11/2018,6,251,8,71998.8,0.388813976,1,Manual,1,3,17
631621505,7481,15/08/2012,8,75,6,74562.99,0.033584308,4,Manual,1,3,14
43736018,4360,25/06/2003,8,346,5,60901.28,0.201030248,1,Auto,5,4,7
144651803,5655,20/08/1998,5,224,1,29739.22,0.331626633,1,Manual,1,1,17
478081620,7598,5/01/1982,1,873,10,10406.58,0.370664322,4,Auto,5,5,6
290504719,4126,10/10/1986,5,127,2,43967.31,0.035313339,3,Manual,2,5,7
352050356,8243,1/11/2012,2,847,4,46700.61,0.179415376,5,Auto,1,1,10
590808722,3622,26/05/1985,4,790,7,12992.25,0.390108654,1,Manual,2,1,6
904405307,8848,27/03/1971,7,590,6,29088.35,0.389377803,1,Auto,1,3,14
280733254,9451,6/12/2009,1,907,7,69635.72,0.40603714,4,Auto,1,1,6
408811266,6447,27/05/2002,7,305,6,76272.4,0.078664871,2,Manual,4,1,5
38400565,5396,17/07/1992,2,65,7,13472.76,0.4895488,4,Auto,1,5,10
698430773,1719,6/04/1978,2,371,10,42778.1,0.228940226,2,Manual,1,4,8
123937554,3697,5/05/1988,5,734,5,26577.12,0.312641003,4,Manual,2,3,16
682501931,5325,12/08/1987,5,260,3,89953.51,0.258903823,2,Manual,3,3,16
121358618,2967,26/10/1999,8,370,2,43617.52,0.138850051,1,Auto,5,5,12
67892068,4712,21/12/1995,6,885,8,5990.38,0.23976005,1,Auto,1,2,16
28380115,9783,15/12/1972,1,848,6,35729.13,0.053854345,6,Manual,1,5,8
895837705,6650,10/04/2003,1,397,3,12136.74,0.387492975,2,Auto,2,1,14
